Bruinbase> Bruinbase> Bruinbase> { key: 2, pid: 1277 | 3 } 
{ key: 38461234, pid: 638 | 0 } 
{ key: 38471234, pid: 561 | 7 } 
{ key: 38481234, pid: 1098 | 8 } 
{ key: 38491234, pid: 1008 | 8 } 
{ key: 38501234, pid: 464 | 5 } 
{ key: 38511234, pid: 695 | 5 } 
{ key: 38512341, pid: 40 | 6 } 
{ key: 38521234, pid: 494 | 3 } 
{ key: 38531234, pid: 961 | 0 } 
{ key: 38561234, pid: 178 | 2 } 
{ key: 38571234, pid: 793 | 5 } 
{ key: 38581234, pid: 578 | 2 } 
{ key: 38591234, pid: 919 | 4 } 
{ key: 38601234, pid: 990 | 2 } 
{ key: 38611234, pid: 188 | 1 } 
{ key: 38612341, pid: 99 | 4 } 
{ key: 38631234, pid: 532 | 5 } 
{ key: 38641234, pid: 795 | 7 } 
{ key: 38661234, pid: 744 | 8 } 
{ key: 38681234, pid: 422 | 3 } 
{ key: 38691234, pid: 637 | 2 } 
{ key: 38701234, pid: 903 | 6 } 
{ key: 38711234, pid: 145 | 5 } 
{ key: 38712341, pid: 96 | 4 } 
{ key: 38721234, pid: 299 | 4 } 
{ key: 38741234, pid: 1329 | 1 } 
{ key: 38771234, pid: 987 | 7 } 
{ key: 38781234, pid: 952 | 1 } 
{ key: 38791234, pid: 745 | 1 } 
{ key: 38801234, pid: 106 | 0 } 
{ key: 38812341, pid: 1118 | 2 } 
{ key: 38821234, pid: 454 | 8 } 
{ key: 38831234, pid: 874 | 2 } 
{ key: 38841234, pid: 252 | 7 } 
{ key: 38861234, pid: 657 | 3 } 
{ key: 38871234, pid: 295 | 6 } 
{ key: 38881234, pid: 48 | 2 } 
{ key: 38891234, pid: 1110 | 7 } 
{ key: 38911234, pid: 1314 | 0 } 
{ key: 38912341, pid: 392 | 5 } 
{ key: 38921234, pid: 917 | 0 } 
{ key: 38931234, pid: 1288 | 2 } 
{ key: 38941234, pid: 129 | 6 } 
{ key: 38951234, pid: 1114 | 6 } 
{ key: 38961234, pid: 285 | 4 } 
{ key: 38971234, pid: 740 | 0 } 
{ key: 38981234, pid: 1227 | 7 } 
{ key: 39001234, pid: 668 | 6 } 
{ key: 39011234, pid: 226 | 1 } 
{ key: 39012341, pid: 6 | 6 } 
{ key: 39021234, pid: 239 | 6 } 
{ key: 39041234, pid: 1237 | 8 } 
{ key: 39051234, pid: 1020 | 1 } 
{ key: 39061234, pid: 932 | 6 } 
{ key: 39071234, pid: 443 | 2 } 
{ key: 39091234, pid: 231 | 7 } 
{ key: 39101234, pid: 238 | 0 } 
{ key: 39111234, pid: 1130 | 3 } 
{ key: 39112341, pid: 1342 | 0 } 
{ key: 39121234, pid: 1043 | 3 } 
{ key: 39131234, pid: 994 | 7 } 
{ key: 39141234, pid: 361 | 8 } 
{ key: 39151234, pid: 146 | 1 } 
{ key: 39161234, pid: 329 | 3 } 
{ key: 39171234, pid: 697 | 0 } 
{ key: 39181234, pid: 1130 | 0 } 
{ key: 39191234, pid: 1281 | 7 } 
{ key: 39201234, pid: 594 | 6 } 
{ key: 39211234, pid: 1190 | 0 } 
{ key: 39212341, pid: 1180 | 5 } 
{ key: 39221234, pid: 530 | 3 } 
{ key: 39231234, pid: 1074 | 6 } 
{ key: 39261234, pid: 162 | 0 } 
{ key: 39271234, pid: 1234 | 6 } 
{ key: 39291234, pid: 1153 | 2 } 
{ key: 39301234, pid: 624 | 6 } 
{ key: 39311234, pid: 831 | 4 } 
{ key: 39312341, pid: 816 | 8 } 
{ key: 39321234, pid: 725 | 3 } 
{ key: 39331234, pid: 1044 | 8 } 
{ key: 39341234, pid: 710 | 7 } 
{ key: 39351234, pid: 323 | 3 } 
{ key: 39361234, pid: 1203 | 2 } 
{ key: 39371234, pid: 247 | 7 } 
{ key: 39381234, pid: 685 | 3 } 
{ key: 39401234, pid: 231 | 4 } 
{ key: 39411234, pid: 550 | 7 } 
{ key: 39421234, pid: 978 | 7 } 
{ key: 39451234, pid: 982 | 7 } 
{ key: 39461234, pid: 1350 | 0 } 
{ key: 39471234, pid: 899 | 0 } 
{ key: 39481234, pid: 1 | 8 } 
{ key: 39501234, pid: 1188 | 6 } 
{ key: 39511234, pid: 167 | 2 } 
{ key: 39512341, pid: 341 | 2 } 
{ key: 39521234, pid: 1301 | 0 } 
{ key: 39531234, pid: 536 | 8 } 
{ key: 39551234, pid: 1193 | 2 } 
{ key: 39561234, pid: 223 | 6 } 
{ key: 39581234, pid: 339 | 0 } 
{ key: 39591234, pid: 1324 | 8 } 
{ key: 39601234, pid: 275 | 5 } 
{ key: 39612341, pid: 473 | 7 } 
{ key: 39621234, pid: 614 | 7 } 
{ key: 39631234, pid: 1165 | 0 } 
{ key: 39651234, pid: 283 | 1 } 
{ key: 39661234, pid: 512 | 3 } 
{ key: 39671234, pid: 595 | 5 } 
{ key: 39681234, pid: 621 | 0 } 
{ key: 39711234, pid: 814 | 1 } 
{ key: 39712341, pid: 550 | 5 } 
{ key: 39731234, pid: 916 | 8 } 
{ key: 39741234, pid: 953 | 1 } 
{ key: 39751234, pid: 858 | 0 } 
{ key: 39771234, pid: 376 | 5 } 
{ key: 39781234, pid: 809 | 0 } 
{ key: 39791234, pid: 502 | 2 } 
{ key: 39811234, pid: 491 | 1 } 
{ key: 39812341, pid: 542 | 5 } 
{ key: 39821234, pid: 990 | 0 } 
{ key: 39831234, pid: 528 | 1 } 
{ key: 39841234, pid: 183 | 2 } 
{ key: 39851234, pid: 1165 | 1 } 
{ key: 39861234, pid: 1122 | 6 } 
{ key: 39881234, pid: 559 | 8 } 
{ key: 39891234, pid: 832 | 4 } 
{ key: 39901234, pid: 98 | 7 } 
{ key: 39911234, pid: 339 | 8 } 
{ key: 39912341, pid: 442 | 6 } 
{ key: 39921234, pid: 666 | 8 } 
{ key: 39931234, pid: 306 | 0 } 
{ key: 39941234, pid: 910 | 4 } 
{ key: 39951234, pid: 461 | 3 } 
{ key: 39961234, pid: 119 | 3 } 
{ key: 39971234, pid: 540 | 5 } 
{ key: 39981234, pid: 1329 | 2 } 
{ key: 39991234, pid: 504 | 8 } 
{ key: 40001234, pid: 698 | 2 } 
{ key: 40011234, pid: 328 | 7 } 
{ key: 40012341, pid: 1038 | 2 } 
{ key: 40031234, pid: 546 | 6 } 
{ key: 40051234, pid: 1360 | 4 } 
{ key: 40071234, pid: 205 | 1 } 
{ key: 40081234, pid: 1318 | 6 } 
{ key: 40091234, pid: 1161 | 6 } 
{ key: 40111234, pid: 324 | 1 } 
{ key: 40112341, pid: 890 | 7 } 
{ key: 40121234, pid: 718 | 4 } 
{ key: 40123411, pid: 274 | 3 } 
{ key: 40141234, pid: 1324 | 1 } 
{ key: 40151234, pid: 1027 | 7 } 
{ key: 40171234, pid: 97 | 2 } 
{ key: 40211234, pid: 471 | 3 } 
{ key: 40212341, pid: 904 | 2 } 
{ key: 40221234, pid: 560 | 4 } 
{ key: 40231234, pid: 1100 | 4 } 
{ key: 40261234, pid: 885 | 2 } 
{ key: 40271234, pid: 382 | 6 } 
{ key: 40291234, pid: 479 | 5 } 
{ key: 40311234, pid: 66 | 8 } 
{ key: 40312341, pid: 1144 | 8 } 
{ key: 40321234, pid: 1315 | 7 } 
{ key: 40331234, pid: 574 | 4 } 
{ key: 40341234, pid: 1064 | 5 } 
{ key: 40351234, pid: 276 | 6 } 
{ key: 40361234, pid: 1071 | 5 } 
{ key: 40371234, pid: 528 | 8 } 
{ key: 40381234, pid: 721 | 8 } 
{ key: 40391234, pid: 455 | 2 } 
{ key: 40401234, pid: 761 | 5 } 
{ key: 40411234, pid: 807 | 6 } 
{ key: 40412341, pid: 75 | 6 } 
{ key: 40421234, pid: 164 | 2 } 
{ key: 40431234, pid: 162 | 4 } 
{ key: 40441234, pid: 22 | 3 } 
{ key: 40451234, pid: 511 | 1 } 
{ key: 40471234, pid: 948 | 4 } 
{ key: 40491234, pid: 290 | 2 } 
{ key: 40511234, pid: 638 | 3 } 
{ key: 40512341, pid: 1061 | 4 } 
{ key: 40531234, pid: 744 | 1 } 
{ key: 40541234, pid: 335 | 0 } 
{ key: 40551234, pid: 1179 | 2 } 
{ key: 40561234, pid: 52 | 7 } 
{ key: 40571234, pid: 586 | 7 } 
{ key: 40581234, pid: 288 | 2 } 
{ key: 40601234, pid: 1200 | 3 } 
{ key: 40611234, pid: 891 | 7 } 
{ key: 40612341, pid: 793 | 6 } 
{ key: 40621234, pid: 16 | 5 } 
{ key: 40631234, pid: 1053 | 4 } 
{ key: 40641234, pid: 68 | 7 } 
{ key: 40651234, pid: 1182 | 0 } 
{ key: 40661234, pid: 1220 | 2 } 
{ key: 40671234, pid: 537 | 5 } 
{ key: 40691234, pid: 100 | 5 } 
{ key: 40701234, pid: 285 | 7 } 
{ key: 40712341, pid: 91 | 7 } 
{ key: 40721234, pid: 1149 | 1 } 
{ key: 40731234, pid: 178 | 8 } 
{ key: 40751234, pid: 350 | 5 } 
{ key: 40761234, pid: 257 | 1 } 
{ key: 40771234, pid: 1076 | 7 } 
{ key: 40781234, pid: 51 | 6 } 
{ key: 40791234, pid: 1338 | 0 } 
{ key: 40801234, pid: 567 | 6 } 
{ key: 40811234, pid: 644 | 7 } 
{ key: 40812341, pid: 601 | 6 } 
{ key: 40821234, pid: 1268 | 8 } 
{ key: 40851234, pid: 1172 | 5 } 
{ key: 40861234, pid: 1311 | 2 } 
{ key: 40871234, pid: 1281 | 8 } 
{ key: 40881234, pid: 723 | 3 } 
{ key: 40901234, pid: 910 | 6 } 
{ key: 40911234, pid: 593 | 6 } 
{ key: 40912341, pid: 418 | 3 } 
{ key: 40921234, pid: 175 | 7 } 
{ key: 40971234, pid: 924 | 8 } 
{ key: 40981234, pid: 133 | 4 } 
{ key: 40991234, pid: 798 | 2 } 
{ key: 41011234, pid: 108 | 5 } 
{ key: 41012341, pid: 217 | 1 } 
{ key: 41041234, pid: 910 | 1 } 
{ key: 41051234, pid: 476 | 8 } 
{ key: 41071234, pid: 754 | 2 } 
{ key: 41081234, pid: 1154 | 0 } 
{ key: 41091234, pid: 882 | 4 } 
{ key: 41101234, pid: 354 | 5 } 
{ key: 41111234, pid: 1002 | 8 } 
{ key: 41121234, pid: 1274 | 1 } 
{ key: 41123411, pid: 1020 | 4 } 
{ key: 41131234, pid: 1251 | 4 } 
{ key: 41141234, pid: 153 | 1 } 
{ key: 41151234, pid: 424 | 4 } 
{ key: 41161234, pid: 739 | 5 } 
{ key: 41201234, pid: 219 | 0 } 
{ key: 41211234, pid: 1248 | 0 } 
{ key: 41212341, pid: 944 | 2 } 
{ key: 41231234, pid: 0 | 4 } 
{ key: 41251234, pid: 776 | 7 } 
{ key: 41261234, pid: 508 | 4 } 
{ key: 41271234, pid: 754 | 7 } 
{ key: 41281234, pid: 1000 | 0 } 
{ key: 41291234, pid: 462 | 7 } 
{ key: 41301234, pid: 643 | 2 } 
{ key: 41311234, pid: 505 | 3 } 
{ key: 41312341, pid: 904 | 5 } 
{ key: 41321234, pid: 1027 | 3 } 
{ key: 41331234, pid: 365 | 1 } 
{ key: 41361234, pid: 585 | 2 } 
{ key: 41381234, pid: 93 | 0 } 
{ key: 41391234, pid: 935 | 8 } 
{ key: 41401234, pid: 37 | 4 } 
{ key: 41411234, pid: 1315 | 1 } 
{ key: 41421234, pid: 835 | 3 } 
{ key: 41441234, pid: 699 | 1 } 
{ key: 41451234, pid: 343 | 4 } 
{ key: 41461234, pid: 107 | 5 } 
{ key: 41471234, pid: 318 | 8 } 
{ key: 41481234, pid: 652 | 5 } 
{ key: 41491234, pid: 1034 | 3 } 
{ key: 41501234, pid: 940 | 3 } 
{ key: 41511234, pid: 734 | 3 } 
{ key: 41512341, pid: 870 | 5 } 
{ key: 41521234, pid: 145 | 0 } 
{ key: 41531234, pid: 620 | 1 } 
{ key: 41541234, pid: 1122 | 2 } 
{ key: 41551234, pid: 215 | 1 } 
{ key: 41561234, pid: 613 | 3 } 
{ key: 41571234, pid: 568 | 0 } 
{ key: 41581234, pid: 7 | 1 } 
{ key: 41591234, pid: 127 | 0 } 
{ key: 41612341, pid: 1293 | 5 } 
{ key: 41631234, pid: 333 | 7 } 
{ key: 41651234, pid: 669 | 1 } 
{ key: 41661234, pid: 825 | 3 } 
{ key: 41671234, pid: 530 | 7 } 
{ key: 41681234, pid: 238 | 2 } 
{ key: 41691234, pid: 659 | 6 } 
{ key: 41701234, pid: 1034 | 0 } 
{ key: 41711234, pid: 223 | 7 } 
{ key: 41721234, pid: 1339 | 2 } 
{ key: 41731234, pid: 571 | 7 } 
{ key: 41741234, pid: 503 | 1 } 
{ key: 41751234, pid: 1348 | 6 } 
{ key: 41761234, pid: 104 | 2 } 
{ key: 41771234, pid: 1253 | 7 } 
{ key: 41781234, pid: 978 | 2 } 
{ key: 41791234, pid: 359 | 2 } 
{ key: 41801234, pid: 522 | 0 } 
{ key: 41811234, pid: 770 | 8 } 
{ key: 41812341, pid: 1297 | 6 } 
{ key: 41831234, pid: 1281 | 2 } 
{ key: 41851234, pid: 752 | 4 } 
{ key: 41861234, pid: 1141 | 6 } 
{ key: 41871234, pid: 84 | 4 } 
{ key: 41881234, pid: 860 | 3 } 
{ key: 41891234, pid: 1166 | 3 } 
{ key: 41911234, pid: 918 | 1 } 
{ key: 41921234, pid: 833 | 1 } 
{ key: 41941234, pid: 201 | 1 } 
{ key: 41951234, pid: 749 | 8 } 
{ key: 41961234, pid: 91 | 3 } 
{ key: 41971234, pid: 463 | 8 } 
{ key: 41981234, pid: 732 | 2 } 
{ key: 41991234, pid: 1140 | 4 } 
{ key: 42001234, pid: 241 | 3 } 
{ key: 42012341, pid: 1171 | 2 } 
{ key: 42031234, pid: 820 | 0 } 
{ key: 42041234, pid: 554 | 0 } 
{ key: 42051234, pid: 216 | 3 } 
{ key: 42061234, pid: 1202 | 8 } 
{ key: 42081234, pid: 915 | 5 } 
{ key: 42091234, pid: 724 | 5 } 
{ key: 42101234, pid: 827 | 6 } 
{ key: 42111234, pid: 712 | 8 } 
{ key: 42112341, pid: 1113 | 6 } 
{ key: 42121234, pid: 191 | 3 } 
{ key: 42131234, pid: 147 | 1 } 
{ key: 42151234, pid: 725 | 4 } 
{ key: 42161234, pid: 789 | 8 } 
{ key: 42191234, pid: 557 | 0 } 
{ key: 42201234, pid: 1174 | 4 } 
{ key: 42211234, pid: 441 | 2 } 
{ key: 42212341, pid: 1058 | 3 } 
{ key: 42221234, pid: 525 | 4 } 
{ key: 42231234, pid: 938 | 4 } 
{ key: 42241234, pid: 1258 | 1 } 
{ key: 42251234, pid: 755 | 2 } 
{ key: 42261234, pid: 651 | 5 } 
{ key: 42271234, pid: 715 | 4 } 
{ key: 42281234, pid: 441 | 8 } 
{ key: 42301234, pid: 597 | 3 } 
{ key: 42312341, pid: 1007 | 7 } 
{ key: 42321234, pid: 56 | 1 } 
{ key: 42341234, pid: 1155 | 4 } 
{ key: 42351234, pid: 632 | 2 } 
{ key: 42361234, pid: 29 | 2 } 
{ key: 42371234, pid: 590 | 7 } 
{ key: 42381234, pid: 407 | 4 } 
{ key: 42391234, pid: 915 | 4 } 
{ key: 42401234, pid: 219 | 7 } 
{ key: 42412341, pid: 828 | 4 } 
{ key: 42421234, pid: 706 | 0 } 
{ key: 42431234, pid: 952 | 0 } 
{ key: 42441234, pid: 624 | 2 } 
{ key: 42451234, pid: 1183 | 4 } 
{ key: 42461234, pid: 838 | 1 } 
{ key: 42471234, pid: 856 | 8 } 
{ key: 42491234, pid: 125 | 7 } 
{ key: 42501234, pid: 443 | 4 } 
{ key: 42511234, pid: 1333 | 3 } 
{ key: 42512341, pid: 1318 | 5 } 
{ key: 42531234, pid: 842 | 5 } 
{ key: 42541234, pid: 773 | 3 } 
{ key: 42551234, pid: 836 | 2 } 
{ key: 42561234, pid: 971 | 8 } 
{ key: 42571234, pid: 481 | 0 } 
{ key: 42581234, pid: 1185 | 3 } 
{ key: 42591234, pid: 259 | 8 } 
{ key: 42601234, pid: 1038 | 6 } 
{ key: 42611234, pid: 551 | 0 } 
{ key: 42621234, pid: 1362 | 3 } 
{ key: 42631234, pid: 523 | 3 } 
{ key: 42651234, pid: 690 | 6 } 
{ key: 42671234, pid: 448 | 7 } 
{ key: 42681234, pid: 1233 | 8 } 
{ key: 42701234, pid: 214 | 1 } 
{ key: 42711234, pid: 688 | 5 } 
{ key: 42712341, pid: 886 | 8 } 
{ key: 42721234, pid: 629 | 4 } 
{ key: 42731234, pid: 1175 | 1 } 
{ key: 42741234, pid: 1350 | 6 } 
{ key: 42751234, pid: 957 | 1 } 
{ key: 42761234, pid: 430 | 6 } 
{ key: 42771234, pid: 1019 | 2 } 
{ key: 42781234, pid: 1174 | 5 } 
{ key: 42791234, pid: 1156 | 1 } 
{ key: 42812341, pid: 342 | 6 } 
{ key: 42821234, pid: 1233 | 5 } 
{ key: 42831234, pid: 754 | 4 } 
{ key: 42841234, pid: 231 | 6 } 
{ key: 42851234, pid: 843 | 8 } 
{ key: 42881234, pid: 293 | 0 } 
{ key: 42891234, pid: 1031 | 6 } 
{ key: 42901234, pid: 352 | 7 } 
{ key: 42911234, pid: 785 | 0 } 
{ key: 42921234, pid: 1163 | 7 } 
{ key: 42941234, pid: 786 | 0 } 
{ key: 42951234, pid: 450 | 7 } 
{ key: 42971234, pid: 805 | 0 } 
{ key: 42981234, pid: 113 | 8 } 
{ key: 42991234, pid: 34 | 7 } 
{ key: 43001234, pid: 73 | 8 } 
{ key: 43011234, pid: 1189 | 6 } 
{ key: 43012341, pid: 208 | 7 } 
{ key: 43021234, pid: 1090 | 7 } 
{ key: 43031234, pid: 777 | 2 } 
{ key: 43041234, pid: 375 | 4 } 
{ key: 43051234, pid: 957 | 7 } 
{ key: 43061234, pid: 1317 | 8 } 
{ key: 43071234, pid: 1227 | 1 } 
{ key: 43081234, pid: 532 | 6 } 
{ key: 43091234, pid: 475 | 0 } 
{ key: 43101234, pid: 177 | 0 } 
{ key: 43111234, pid: 311 | 4 } 
{ key: 43112341, pid: 864 | 7 } 
{ key: 43121234, pid: 694 | 2 } 
{ key: 43131234, pid: 468 | 5 } 
{ key: 43141234, pid: 120 | 5 } 
{ key: 43161234, pid: 1212 | 5 } 
{ key: 43171234, pid: 597 | 0 } 
{ key: 43181234, pid: 204 | 0 } 
{ key: 43201234, pid: 917 | 7 } 
{ key: 43221234, pid: 1014 | 8 } 
{ key: 43231234, pid: 604 | 5 } 
{ key: 43241234, pid: 657 | 1 } 
{ key: 43251234, pid: 495 | 8 } 
{ key: 43261234, pid: 913 | 4 } 
{ key: 43271234, pid: 431 | 1 } 
{ key: 43281234, pid: 386 | 5 } 
{ key: 43291234, pid: 288 | 8 } 
{ key: 43301234, pid: 492 | 2 } 
{ key: 43311234, pid: 1061 | 1 } 
{ key: 43312341, pid: 520 | 0 } 
{ key: 43321234, pid: 1265 | 8 } 
{ key: 43331234, pid: 467 | 5 } 
{ key: 43341234, pid: 249 | 2 } 
{ key: 43351234, pid: 405 | 1 } 
{ key: 43361234, pid: 397 | 5 } 
{ key: 43381234, pid: 307 | 7 } 
{ key: 43421234, pid: 57 | 8 } 
{ key: 43451234, pid: 350 | 4 } 
{ key: 43461234, pid: 1263 | 0 } 
{ key: 43471234, pid: 755 | 5 } 
{ key: 43481234, pid: 944 | 3 } 
{ key: 43491234, pid: 548 | 3 } 
{ key: 43501234, pid: 1167 | 3 } 
{ key: 43511234, pid: 900 | 3 } 
{ key: 43512341, pid: 2 | 8 } 
{ key: 43521234, pid: 253 | 7 } 
{ key: 43531234, pid: 626 | 2 } 
{ key: 43541234, pid: 896 | 5 } 
{ key: 43551234, pid: 1140 | 8 } 
{ key: 43561234, pid: 1104 | 1 } 
{ key: 43591234, pid: 512 | 0 } 
{ key: 43601234, pid: 904 | 1 } 
{ key: 43612341, pid: 343 | 5 } 
{ key: 43621234, pid: 90 | 0 } 
{ key: 43641234, pid: 881 | 3 } 
{ key: 43651234, pid: 1258 | 6 } 
{ key: 43661234, pid: 986 | 1 } 
{ key: 43671234, pid: 409 | 2 } 
{ key: 43681234, pid: 1248 | 7 } 
{ key: 43691234, pid: 255 | 4 } 
{ key: 43701234, pid: 1031 | 4 } 
{ key: 43711234, pid: 603 | 2 } 
{ key: 43712341, pid: 78 | 8 } 
{ key: 43721234, pid: 788 | 4 } 
{ key: 43741234, pid: 1323 | 2 } 
{ key: 43751234, pid: 304 | 5 } 
{ key: 43761234, pid: 438 | 1 } 
{ key: 43771234, pid: 544 | 1 } 
{ key: 43781234, pid: 417 | 0 } 
{ key: 43791234, pid: 166 | 3 } 
{ key: 43801234, pid: 956 | 6 } 
{ key: 43811234, pid: 716 | 8 } 
{ key: 43821234, pid: 713 | 3 } 
{ key: 43831234, pid: 1003 | 8 } 
{ key: 43841234, pid: 918 | 8 } 
{ key: 43851234, pid: 288 | 0 } 
{ key: 43891234, pid: 973 | 8 } 
{ key: 43901234, pid: 1 | 1 } 
{ key: 43911234, pid: 377 | 8 } 
{ key: 43912341, pid: 727 | 1 } 
{ key: 43921234, pid: 203 | 3 } 
{ key: 43931234, pid: 1257 | 5 } 
{ key: 43951234, pid: 85 | 0 } 
{ key: 43961234, pid: 948 | 0 } 
{ key: 43971234, pid: 585 | 3 } 
{ key: 43981234, pid: 105 | 8 } 
{ key: 44001234, pid: 1234 | 1 } 
{ key: 44011234, pid: 233 | 5 } 
{ key: 44012341, pid: 253 | 6 } 
{ key: 44021234, pid: 688 | 0 } 
{ key: 44031234, pid: 693 | 4 } 
{ key: 44041234, pid: 1281 | 1 } 
{ key: 44051234, pid: 878 | 0 } 
{ key: 44061234, pid: 225 | 0 } 
{ key: 44071234, pid: 1363 | 3 } 
{ key: 44081234, pid: 740 | 8 } 
{ key: 44091234, pid: 1342 | 7 } 
{ key: 44101234, pid: 1171 | 6 } 
{ key: 44111234, pid: 101 | 3 } 
{ key: 44121234, pid: 677 | 6 } 
{ key: 44123411, pid: 496 | 4 } 
{ key: 44131234, pid: 403 | 2 } 
{ key: 44141234, pid: 1161 | 7 } 
{ key: 44151234, pid: 902 | 4 } 
{ key: 44161234, pid: 129 | 1 } 
{ key: 44171234, pid: 98 | 2 } 
{ key: 44201234, pid: 435 | 8 } 
{ key: 44211234, pid: 492 | 7 } 
{ key: 44212341, pid: 92 | 0 } 
{ key: 44221234, pid: 868 | 3 } 
{ key: 44241234, pid: 12 | 5 } 
{ key: 44251234, pid: 88 | 2 } 
{ key: 44271234, pid: 307 | 0 } 
{ key: 44281234, pid: 1216 | 8 } 
{ key: 44301234, pid: 1267 | 3 } 
{ key: 44311234, pid: 468 | 0 } 
{ key: 44312341, pid: 1356 | 2 } 
{ key: 44321234, pid: 795 | 6 } 
{ key: 44341234, pid: 497 | 8 } 
{ key: 44361234, pid: 396 | 8 } 
{ key: 44371234, pid: 180 | 6 } 
{ key: 44381234, pid: 771 | 4 } 
{ key: 44401234, pid: 974 | 5 } 
{ key: 44412341, pid: 1292 | 0 } 
{ key: 44421234, pid: 1265 | 0 } 
{ key: 44431234, pid: 1039 | 5 } 
{ key: 44441234, pid: 1071 | 8 } 
{ key: 44451234, pid: 567 | 2 } 
{ key: 44461234, pid: 1026 | 7 } 
{ key: 44481234, pid: 1321 | 0 } 
{ key: 44491234, pid: 669 | 3 } 
{ key: 44501234, pid: 1155 | 7 } 
{ key: 44512341, pid: 278 | 1 } 
{ key: 44521234, pid: 515 | 4 } 
{ key: 44531234, pid: 539 | 2 } 
{ key: 44541234, pid: 1217 | 3 } 
{ key: 44561234, pid: 194 | 7 } 
{ key: 44571234, pid: 674 | 1 } 
{ key: 44601234, pid: 1100 | 5 } 
{ key: 44621234, pid: 574 | 5 } 
{ key: 44631234, pid: 883 | 3 } 
{ key: 44651234, pid: 493 | 0 } 
{ key: 44671234, pid: 274 | 4 } 
{ key: 44681234, pid: 717 | 0 } 
{ key: 44701234, pid: 1325 | 8 } 
{ key: 44711234, pid: 285 | 1 } 
{ key: 44712341, pid: 206 | 1 } 
{ key: 44721234, pid: 1300 | 1 } 
{ key: 44741234, pid: 183 | 8 } 
{ key: 44751234, pid: 1098 | 6 } 
{ key: 44761234, pid: 425 | 7 } 
{ key: 44771234, pid: 165 | 6 } 
{ key: 44781234, pid: 300 | 1 } 
{ key: 44811234, pid: 600 | 6 } 
{ key: 44812341, pid: 444 | 5 } 
{ key: 44841234, pid: 893 | 3 } 
{ key: 44851234, pid: 117 | 4 } 
{ key: 44871234, pid: 393 | 0 } 
{ key: 44881234, pid: 1345 | 5 } 
{ key: 44891234, pid: 295 | 1 } 
{ key: 44901234, pid: 1003 | 5 } 
{ key: 44911234, pid: 1178 | 3 } 
{ key: 44912341, pid: 90 | 3 } 
{ key: 44921234, pid: 387 | 3 } 
{ key: 44941234, pid: 889 | 1 } 
{ key: 44961234, pid: 943 | 1 } 
{ key: 44971234, pid: 681 | 4 } 
{ key: 44981234, pid: 324 | 0 } 
{ key: 44991234, pid: 1328 | 7 } 
{ key: 45001234, pid: 1236 | 0 } 
{ key: 45011234, pid: 1119 | 0 } 
{ key: 45012341, pid: 780 | 3 } 
{ key: 45041234, pid: 975 | 4 } 
{ key: 45051234, pid: 1175 | 8 } 
{ key: 45061234, pid: 236 | 2 } 
{ key: 45071234, pid: 1149 | 5 } 
{ key: 45081234, pid: 324 | 8 } 
{ key: 45091234, pid: 576 | 2 } 
{ key: 45101234, pid: 284 | 0 } 
{ key: 45111234, pid: 1260 | 7 } 
{ key: 45112341, pid: 1324 | 7 } 
{ key: 45123411, pid: 237 | 6 } 
{ key: 45141234, pid: 215 | 7 } 
{ key: 45151234, pid: 1359 | 8 } 
{ key: 45161234, pid: 713 | 8 } 
{ key: 45171234, pid: 316 | 1 } 
{ key: 45181234, pid: 1271 | 6 } 
{ key: 45191234, pid: 242 | 0 } 
{ key: 45211234, pid: 967 | 4 } 
{ key: 45212341, pid: 669 | 2 } 
{ key: 45221234, pid: 574 | 3 } 
{ key: 45231234, pid: 1099 | 2 } 
{ key: 45241234, pid: 973 | 1 } 
{ key: 45251234, pid: 876 | 0 } 
{ key: 45261234, pid: 246 | 2 } 
{ key: 45271234, pid: 1353 | 4 } 
{ key: 45291234, pid: 1006 | 6 } 
{ key: 45301234, pid: 415 | 6 } 
{ key: 45311234, pid: 365 | 3 } 
{ key: 45312341, pid: 1066 | 8 } 
{ key: 45321234, pid: 1218 | 7 } 
{ key: 45331234, pid: 230 | 1 } 
{ key: 45341234, pid: 834 | 5 } 
{ key: 45351234, pid: 318 | 6 } 
{ key: 45361234, pid: 790 | 3 } 
{ key: 45381234, pid: 904 | 0 } 
{ key: 45391234, pid: 737 | 4 } 
{ key: 45401234, pid: 650 | 7 } 
{ key: 45411234, pid: 433 | 3 } 
{ key: 45412341, pid: 1290 | 5 } 
{ key: 45421234, pid: 954 | 0 } 
{ key: 45431234, pid: 721 | 4 } 
{ key: 45441234, pid: 265 | 0 } 
{ key: 45451234, pid: 881 | 1 } 
{ key: 45461234, pid: 938 | 2 } 
{ key: 45471234, pid: 791 | 3 } 
{ key: 45501234, pid: 581 | 6 } 
{ key: 45511234, pid: 274 | 1 } 
{ key: 45521234, pid: 371 | 6 } 
{ key: 45531234, pid: 976 | 8 } 
{ key: 45541234, pid: 922 | 2 } 
{ key: 45551234, pid: 1100 | 3 } 
{ key: 45561234, pid: 898 | 2 } 
{ key: 45571234, pid: 1165 | 4 } 
{ key: 45581234, pid: 1038 | 1 } 
{ key: 45591234, pid: 930 | 0 } 
{ key: 45601234, pid: 801 | 3 } 
{ key: 45611234, pid: 595 | 1 } 
{ key: 45621234, pid: 997 | 2 } 
{ key: 45631234, pid: 361 | 5 } 
{ key: 45641234, pid: 979 | 6 } 
{ key: 45651234, pid: 559 | 0 } 
